text,pred_tuples_zero_shot,pred_tuples_few_shot
Somewhat disappointed. Works as advertised except this desk is not wide enough and therefore your computer is not centered for typing. I’m order to do my homework I have to set it up as shown in my photo (move computer to center of desk instead of where it’s supposed to sit) which leaves little room for my mouse to be used. This is the only flaw I am seeing so far.,"[('desk', 'width', 'not wide enough', -0.7), ('desk', 'design', 'not centered', -0.6), ('desk', 'space', 'little room', -0.5)]","[('desk', 'width', 'not wide enough', -0.7), ('desk', 'design', 'flaw', -0.8)]"
Gift,[],[]
The projection screen itself is not wrinkle free and the stand is super flimsy. I'm just going to end up using some heavy duty velcro strips to hang the screen without the stand.,"[('projection screen', 'wrinkle free', 'not wrinkle free', -1.0), ('stand', 'flimsiness', 'super flimsy', -1.0)]","[('projection screen', 'wrinkle free', 'not wrinkle free', -0.7), ('stand', 'flimsiness', 'super flimsy', -0.9)]"
Just brought this TV in March and the panel is screwed. Turns out it's a manufacturers defect. Trying to get this TV replaced or repaired has been HELL!  I had been calling support since March and finally got through at the end of July. I've been transferred to 3 different departments just to get the exchange finalized. No one has made any effort to contact me about when or how this exchange will take place. Terrible!,"[('tv', 'panel', 'screwed', -1.0), ('tv', 'null', 'manufacturers defect', -1.0), ('support', 'null', 'hell', -1.0), ('support', 'null', 'terrible', -1.0)]","[('tv', 'panel', 'screwed', -1.0), ('tv', 'null', 'manufacturers defect', -1.0), ('support', 'null', 'hell', -1.0), ('support', 'null', 'terrible', -1.0)]"
Very nice!  I love my new larger screen Kindle.,"[('kindle', 'screen', 'larger screen', 1.0)]","[('kindle', 'screen', 'larger', 0.8)]"
Love it!  It fits my Chromebook perfectly.,"[('it', 'null', 'love it!', 1.0), ('it', 'fit', 'fits perfectly', 1.0)]","[('case', 'fit', 'perfectly', 1.0)]"
Horrible.  It did not amplify anything.  All I heard was a buzzing sound.  I'm so disappointed.,"[('amplifier', 'amplification', 'did not amplify', -1.0), ('amplifier', 'sound', 'buzzing sound', -1.0), ('amplifier', 'null', 'so disappointed', -1.0)]","[('amplifier', 'amplification', 'did not amplify', -1.0), ('amplifier', 'sound', 'buzzing sound', -1.0)]"
I purchased this for my Nana who is 94 yrs old and doesn’t have cable. It was simple to set up (follow instructions on TV settings to setup) and my nana now has more stations and way better quality visually as well as for listening because the stations no longer go in and out! Definitely worth the money.,"[('tv', 'setup', 'simple to set up', 1.0), ('tv', 'stations', 'more stations', 1.0), ('tv', 'quality', 'way better quality', 1.0), ('tv', 'signal', 'stations no longer go in and out', 1.0), ('tv', 'null', 'definitely worth the money', 1.0)]","[('device', 'setup', 'simple to', 0.7), ('device', 'stations', 'more stations', 0.7), ('device', 'quality', 'way better', 0.9), ('device', 'stations', 'no longer go', 0.7), ('device', 'null', 'worth the money', 0.9)]"
Pretty cool design...still figuring out how to get the mp3s added for swimming!,"[('design', 'null', 'pretty cool', 0.8)]","[('design', 'null', 'cool', 0.8)]"
"I needed this for work and it was easy to install, I use it daily.  Have only had it a few weeks but so far, so good.  It comes with a long cord too which is a good feature.","[('it', 'installation', 'easy to install', 1.0), ('it', 'null', 'so far, so good', 0.7), ('it', 'cord length', 'long cord', 1.0)]","[('product', 'installation', 'easy to install', 0.8), ('product', 'null', 'so far, so good', 0.6), ('product', 'cord length', 'long cord', 0.7)]"
Super happy and got it on promo! Would recommend,"[('null', 'null', 'super happy', 1.0)]","[('null', 'null', 'super happy', 1.0)]"
Love it,"[('null', 'null', 'love it', 1.0)]","[('null', 'null', 'love it', 1.0)]"
"came as advertised; delivered before date-of-delivery; good value for money<br />radio standard, depending on your car, may need install kit for your car;<br />I needed kit for my 2013 Toyota . . .<br />suggest you measure area opening of dash where radio is to be mounted","[('radio', 'value for money', 'good value', 0.8), ('radio', 'standard', 'radio standard', 0.0), ('radio', 'installation', 'may need install kit', -0.3)]","[('radio', 'value', 'good value', 0.7), ('radio', 'installation', 'may need install kit', -0.3)]"
"says ""it fits Aftermarket Radio Fits 2009-2013 Toyota Corolla"": my car is a 2013 Toyota Corolla, but it didn't work for me: side pieces did not bolt to my radio: I think it is because my radio mounting holes are not the same as the kit: my radio is one that the kit does not work with. . .<br />nice kit tho. . .","[('kit', 'null', 'nice kit', 0.8), ('kit', 'compatibility', 'did not work', -0.8), ('side pieces', 'bolting', 'did not bolt', -0.7)]","[('kit', 'compatibility', 'did not work', -1.0), ('kit', 'side pieces', 'did not bolt', -1.0), ('kit', 'null', 'nice', 0.7)]"
nice to have an accident plan just in case of the unexpected . . .,"[('accident plan', 'null', 'nice to have', 0.8)]","[('accident plan', 'null', 'nice to have', 0.7)]"
good to have security just in case: not expecting any trouble tho. . .,"[('security', 'null', 'good to have', 0.7)]","[('security', 'null', 'good to have', 0.7)]"
"excellent radio: even tho I worked at an auto repair shop, installation was easy even for a novice user:<br />customer service is awesome: I had not registered my radio yet and they replied to my question within a<br />week or so . . . .<br />sorry no picture, because I'm waiting on a radio dash install kit for aftermarket radio: right now there is a gap on the sides, but that does not bother me nor does it affect the operation of the unit. . .<br />there are several models of the A6; depending on what options you're looking for, one of the A6s will have it<br />I recommend purchasing this radio . . .","[('radio', 'installation', 'easy even for', 0.8), ('customer service', 'null', 'awesome', 0.9), ('radio', 'null', 'does not bother', 0.6), ('radio', 'null', 'recommend purchasing', 0.9)]","[('radio', 'installation', 'easy', 0.8), ('customer service', 'null', 'awesome', 1.0), ('radio', 'operation', 'affect', 0.0), ('radio', 'null', 'recommend', 1.0)]"
this item was gift; friend likes it so far; still testing. . . . .likes the knob controls . . . .,"[('item', 'knob controls', 'likes the knob', 0.8)]","[('item', 'knob controls', 'likes', 0.7)]"
easy install. . . . all options worked. . . .<br />just screen is a little dark. . . even more when lights are turned on . . . . .<br /><br />I would recommend buying this unit,"[('install', 'null', 'easy install', 1.0), ('options', 'null', 'all options worked', 1.0), ('screen', 'brightness', 'a little dark', -0.5)]","[('install', 'null', 'easy', 0.8), ('options', 'null', 'worked', 0.7), ('screen', 'brightness', 'a little dark', -0.4)]"
a nice set of assortment screws for computer . . .,"[('screws', 'assortment', 'nice set', 0.8)]","[('screws', 'assortment', 'nice', 0.7)]"
this was a gift / my friend says he liked it / it was what he thought it was / he likes the idea of open computer . . .,"[('open computer', 'null', 'he likes the', 0.8)]","[('computer', 'idea of open', 'likes the', 0.7)]"
looks like original / wouldn't tell the difference if it didn't say replacement . . .,"[('replacement', 'null', 'looks like original', 0.8)]","[('replacement', 'null', ""wouldn't tell"", -0.5)]"
haven't used any yet. . . .needed some extra cables when I'm ready to install more SSD's. . .,"[(""ssd's"", 'cables', 'needed some extra', 0.5)]","[('cables', 'null', 'needed some', 0.3)]"
perfect fit in 3.5 slot. . .the dual holder allows to install extra SSD any time. . . or you can go with a HDD for more storage space,"[('3.5 slot', 'fit', 'perfect fit', 1.0), ('dual holder', 'functionality', 'allows to install', 1.0), ('ssd', 'null', 'extra ssd', 1.0), ('hdd', 'null', 'more storage space', 1.0)]","[('fit', '3.5 slot', 'perfect', 1.0), ('dual holder', 'null', 'allows to install', 0.7), ('ssd', 'null', 'any time', 0.7), ('hdd', 'null', 'more storage space', 0.7)]"
"easy install in my HP computer, perfect fit/ no problems with clean install win 10/very satisfied. . .","[('hp computer', 'install', 'easy install', 0.8), ('hp computer', 'fit', 'perfect fit', 0.9), ('clean install win 10', 'null', 'no problems', 0.7), ('null', 'null', 'very satisfied', 0.9)]","[('install', 'null', 'easy', 0.8), ('fit', 'null', 'perfect', 1.0), ('install', 'null', 'clean', 0.7), ('null', 'null', 'very satisfied', 1.0)]"
using this addlink in a desktop and my laptop / easy install. . . perfect fits. . .did help increase speed of my computers. . .,"[('addlink', 'install', 'easy install', 0.8), ('addlink', 'fits', 'perfect fits', 0.8), ('addlink', 'speed', 'increase speed', 0.7)]","[('addlink', 'install', 'easy install', 0.8), ('addlink', 'fit', 'perfect fits', 0.9), ('addlink', 'speed', 'increase speed', 0.7)]"
this was a gift. . . he said he liked it. . . . .that's all the info I have on this item. . :(,"[('item', 'null', 'he liked it', 0.8)]",[]
"wife wasn't satisfied with overall operation. . . .I liked it tho, but had to put it back in the box","[('overall operation', 'null', ""wasn't satisfied"", -1.0), ('null', 'null', 'liked it', 1.0)]","[('operation', 'overall', ""wasn't satisfied"", -0.8)]"
used once to test it out. . . . .worked great. . . I liked it. . .,"[('null', 'null', 'worked great', 0.8), ('null', 'null', 'liked it', 0.7)]","[('product', 'null', 'worked great', 0.8), ('product', 'null', 'liked it', 0.7)]"
it worked fine / great conversation piece too!,"[('it', 'null', 'worked fine', 0.6), ('it', 'null', 'great conversation', 0.8)]","[('it', 'null', 'worked fine', 0.5), ('it', 'null', 'great conversation piece', 0.8)]"
perfect item for a novices user as I am. . .,"[('item', 'null', 'perfect item', 1.0)]","[('item', 'null', 'perfect', 1.0)]"
Great hard drive for the price! Installed with no issues in wife's Dell computer: She's very satisfied:,"[('hard drive', 'price', 'great price', 1.0), ('hard drive', 'installation', 'no issues', 1.0), ('hard drive', 'null', 'very satisfied', 1.0)]","[('hard drive', 'price', 'great', 0.8), ('hard drive', 'null', 'installed with no issues', 0.7), ('hard drive', 'null', ""she's very satisfied"", 0.9)]"
Great little device!,"[('device', 'null', 'great little', 0.8)]","[('device', 'null', 'great', 1.0)]"
Good warranty!,"[('warranty', 'null', 'good warranty', 0.8)]","[('warranty', 'null', 'good', 0.8)]"
