text,pred_tuples_zero_shot,pred_tuples_few_shot
Very sturdy and well made. My AirPods fit snugly into the case and the cases latching button is magnetic and closes easily and is very secure. The charging light is visible as there is an opening for it built into the case so you can see when it is light up red or green and the charging port is accessible so you don’t have to remove them to charge them. They clasp onto my purse sturdily and I have no worries about them becoming dislodged from my purse and getting lost. If you want to use a different clasp it’s interchangeable with one of your choosing of the same size. Great quality for a great price. HIGHLY RECOMMEND!!,"[('airpods', 'quality', 'great quality', 1.0), ('airpods', 'price', 'great price', 1.0), ('airpods', 'case', 'very secure', 1.0), ('airpods', 'case', 'sturdy', 1.0), ('airpods', 'case', 'well made', 1.0), ('airpods', 'fit', 'snugly', 1.0), ('airpods', 'clasp', 'sturdy', 1.0), ('airpods', 'clasp', 'interchangeable', 1.0), ('airpods', 'charging light', 'visible', 1.0), ('airpods', 'charging port', 'accessible', 1.0), ('airpods', 'null', 'highly recommend', 1.0)]","[('airpods', 'sturdy', 'very', 1.0), ('airpods', 'well made', 'very', 1.0), ('airpods case', 'latching button', 'magnetic', 1.0), ('airpods case', 'closes easily', 'very', 1.0), ('airpods case', 'secure', 'very', 1.0), ('airpods case', 'charging light', 'visible', 1.0), ('airpods case', 'charging port', 'accessible', 1.0), ('airpods', 'clasp', 'sturdy', 1.0), ('airpods', 'quality', 'great', 1.0), ('airpods', 'price', 'great', 1.0)]"
Somewhat disappointed. Works as advertised except this desk is not wide enough and therefore your computer is not centered for typing. I’m order to do my homework I have to set it up as shown in my photo (move computer to center of desk instead of where it’s supposed to sit) which leaves little room for my mouse to be used. This is the only flaw I am seeing so far.,"[('desk', 'width', 'not wide enough', -1.0), ('desk', 'design', 'only flaw', -1.0), ('computer', 'placement', 'not centered', -1.0), ('mouse', 'space', 'little room', -1.0)]","[('desk', 'width', 'not wide enough', -1.0), ('desk', 'design', 'null', 0.0), ('computer', 'position', 'null', 0.0), ('mouse', 'space', 'little room', -1.0)]"
Gift,"[('gift', 'null', 'very nice', 1.0)]","[('gift', 'null', 'good', 1.0)]"
The projection screen itself is not wrinkle free and the stand is super flimsy. I'm just going to end up using some heavy duty velcro strips to hang the screen without the stand.,"[('projection screen', 'wrinkle free', 'not', -1.0), ('stand', 'flimsy', 'super', -1.0)]","[('projection screen', 'wrinkle free', 'not', -1.0), ('stand', 'flimsy', 'super', -1.0)]"
Just brought this TV in March and the panel is screwed. Turns out it's a manufacturers defect. Trying to get this TV replaced or repaired has been HELL!  I had been calling support since March and finally got through at the end of July. I've been transferred to 3 different departments just to get the exchange finalized. No one has made any effort to contact me about when or how this exchange will take place. Terrible!,"[('tv', 'panel', 'screwed', -1.0), ('manufacturer', 'null', 'terrible', -1.0), ('customer support', 'effort', 'made', -1.0), ('customer support', 'effort', 'no', -1.0), ('customer support', 'communication', 'terrible', -1.0)]","[('tv', 'panel', 'screwed', -1.0), ('manufacturer', 'null', 'terrible', -1.0), ('support', 'effort', 'no', -1.0), ('support', 'effort', 'any', -1.0), ('exchange process', 'null', 'terrible', -1.0)]"
Very nice!  I love my new larger screen Kindle.,"[('kindle', 'screen size', 'larger', 1.0)]","[('kindle', 'screen', 'larger', 1.0), ('kindle', 'null', 'nice', 1.0)]"
Love it!  It fits my Chromebook perfectly.,"[('it', 'null', 'love it', 1.0), ('it', 'null', 'fits perfectly', 1.0)]","[('case', 'fit', 'love', 1.0), ('case', 'null', 'perfectly', 1.0)]"
Horrible.  It did not amplify anything.  All I heard was a buzzing sound.  I'm so disappointed.,"[('amplifier', 'null', 'horrible', -1.0), ('amplifier', 'null', 'did not amplify', -1.0), ('amplifier', 'null', 'buzzing sound', -1.0), ('amplifier', 'null', 'disappointed', -1.0)]","[('amplifier', 'null', 'horrible', -1.0), ('amplifier', 'sound quality', 'buzzing sound', -1.0), ('amplifier', 'null', 'disappointed', -1.0)]"
I purchased this for my Nana who is 94 yrs old and doesn’t have cable. It was simple to set up (follow instructions on TV settings to setup) and my nana now has more stations and way better quality visually as well as for listening because the stations no longer go in and out! Definitely worth the money.,"[('device', 'setup', 'simple', 1.0), ('device', 'quality', 'better', 1.0), ('device', 'quality', 'way better', 1.0), ('device', 'stations', 'no longer go in and out', 1.0), ('device', 'value', 'worth the money', 1.0)]","[('tv', 'quality', 'better', 1.0), ('tv', 'stations', 'more', 1.0), ('tv', 'quality', 'way better', 1.0), ('tv', 'quality', 'visually better', 1.0), ('tv', 'listening quality', 'better', 1.0), ('tv', 'setup', 'simple', 1.0), ('tv', 'setup', 'easy', 1.0), ('tv', 'value', 'worth the money', 1.0)]"
Pretty cool design...still figuring out how to get the mp3s added for swimming!,"[('design', 'null', 'pretty cool', 1.0), ('product', 'null', 'pretty cool', 1.0), ('product', 'null', 'good', 1.0), ('product', 'null', 'swimming', 0.0)]","[('design', 'null', 'cool', 1.0)]"
"I needed this for work and it was easy to install, I use it daily.  Have only had it a few weeks but so far, so good.  It comes with a long cord too which is a good feature.","[('product', 'installation', 'easy to install', 1.0), ('product', 'null', 'so good', 1.0), ('product', 'cord', 'good feature', 1.0)]","[('product', 'installation', 'easy', 1.0), ('product', 'usability', 'good', 0.7), ('product', 'cord', 'good', 0.7)]"
Super happy and got it on promo! Would recommend,"[('iphone 15', 'null', 'super happy', 1.0), ('iphone 15', 'null', 'got it on promo', 1.0), ('iphone 15', 'null', 'would recommend', 1.0)]","[('product', 'null', 'happy', 1.0), ('product', 'null', 'recommend', 1.0)]"
Love it,"[('iphone 15', 'null', 'love it', 1.0)]","[('it', 'null', 'love', 1.0)]"
"came as advertised; delivered before date-of-delivery; good value for money<br />radio standard, depending on your car, may need install kit for your car;<br />I needed kit for my 2013 Toyota . . .<br />suggest you measure area opening of dash where radio is to be mounted","[('product', 'value for money', 'good', 1.0), ('product', 'null', 'came as advertised', 1.0), ('product', 'null', 'delivered before date-of-delivery', 1.0), ('product', 'installation kit', 'needed', -1.0), ('product', 'installation kit', 'suggest you measure area', 0.0), ('product', 'installation kit', 'for your car', 0.0), ('product', 'installation kit', 'for my 2013 toyota', 0.0), ('product', 'installation kit', 'may need', -1.0), ('product', 'radio', 'standard', -1.0)]","[('product', 'value for money', 'good', 1.0), ('radio', 'null', 'standard', 0.0), ('install kit', 'null', 'null', 0.0), ('product', 'null', 'good', 1.0)]"
"says ""it fits Aftermarket Radio Fits 2009-2013 Toyota Corolla"": my car is a 2013 Toyota Corolla, but it didn't work for me: side pieces did not bolt to my radio: I think it is because my radio mounting holes are not the same as the kit: my radio is one that the kit does not work with. . .<br />nice kit tho. . .","[('aftermarket radio fits 2009-2013 toyota corolla', 'quality', 'nice kit', 1.0), ('aftermarket radio fits 2009-2013 toyota corolla', 'quality', 'did not work', -1.0), ('my radio', 'null', 'not the same', -1.0)]","[('kit', 'quality', 'nice', 1.0), ('kit', 'null', 'did not work', -1.0), ('radio mounting holes', 'null', 'not the same', -1.0)]"
nice to have an accident plan just in case of the unexpected . . .,"[('accident plan', 'null', 'nice to have', 1.0)]",[]
good to have security just in case: not expecting any trouble tho. . .,"[('security', 'null', 'good to have', 1.0)]","[('security', 'null', 'good', 0.7)]"
"excellent radio: even tho I worked at an auto repair shop, installation was easy even for a novice user:<br />customer service is awesome: I had not registered my radio yet and they replied to my question within a<br />week or so . . . .<br />sorry no picture, because I'm waiting on a radio dash install kit for aftermarket radio: right now there is a gap on the sides, but that does not bother me nor does it affect the operation of the unit. . .<br />there are several models of the A6; depending on what options you're looking for, one of the A6s will have it<br />I recommend purchasing this radio . . .","[('radio', 'installation', 'easy', 1.0), ('customer service', 'null', 'awesome', 1.0), ('customer service', 'response time', 'within a week', 1.0), ('radio', 'operation', 'does not affect', 1.0), ('radio', 'appearance', 'does not bother', 1.0), ('radio', 'null', 'recommend', 1.0)]","[('radio', 'installation', 'easy', 1.0), ('customer service', 'null', 'awesome', 1.0), ('picture', 'null', 'does not bother me', 0.5), ('operation', 'null', 'does not affect', 0.5), ('radio', 'null', 'recommend', 1.0)]"
this item was gift; friend likes it so far; still testing. . . . .likes the knob controls . . . .,"[('item', 'null', 'likes it so far', 1.0), ('knob controls', 'null', 'likes', 1.0)]","[('item', 'null', 'likes it', 0.7), ('knob controls', 'null', 'likes', 1.0)]"
easy install. . . . all options worked. . . .<br />just screen is a little dark. . . even more when lights are turned on . . . . .<br /><br />I would recommend buying this unit,"[('this unit', 'null', 'easy to install', 1.0), ('all options', 'null', 'worked', 1.0), ('screen', 'null', 'a little dark', -1.0), ('screen', 'null', 'even more dark', -1.0)]","[('install', 'null', 'easy', 1.0), ('options', 'null', 'worked', 1.0), ('screen', 'brightness', 'a little dark', -0.5), ('screen', 'brightness', 'even more dark', -0.5), ('unit', 'null', 'recommend buying', 1.0)]"
a nice set of assortment screws for computer . . .,"[('screws', 'null', 'nice', 1.0)]","[('screws', 'assortment', 'nice', 1.0), ('screws', 'null', 'nice', 1.0), ('screws', 'null', 'for', 0.0), ('computer', 'null', 'nice', 1.0)]"
this was a gift / my friend says he liked it / it was what he thought it was / he likes the idea of open computer . . .,"[('gift', 'null', 'what he thought it was', 1.0), ('friend', 'null', 'he liked it', 1.0), ('computer', 'null', 'he likes the idea of open', 1.0)]","[('gift', 'null', 'liked', 1.0), ('gift', 'null', 'what he thought it was', 0.5), ('computer', 'idea', 'open', 1.0)]"
looks like original / wouldn't tell the difference if it didn't say replacement . . .,"[('original', 'null', 'looks like', 1.0), ('replacement', 'null', 'looks like', 1.0)]","[('original', 'null', 'looks like', 0.5), ('replacement', 'null', ""wouldn't tell the difference"", -1.0)]"
haven't used any yet. . . .needed some extra cables when I'm ready to install more SSD's. . .,"[('iphone 15', 'null', ""haven't used any yet"", -1.0), ('iphone 15', 'null', 'needed some extra cables', -1.0)]","[('cables', 'null', 'needed', -0.5)]"
perfect fit in 3.5 slot. . .the dual holder allows to install extra SSD any time. . . or you can go with a HDD for more storage space,"[('3.5 slot', 'null', 'perfect fit', 1.0), ('dual holder', 'null', 'allows', 1.0), ('extra ssd', 'null', 'install', 1.0), ('hdd', 'null', 'more storage space', 1.0)]","[('slot', 'size', 'perfect fit', 1.0), ('dual holder', 'null', 'allows', 1.0), ('ssd', 'null', 'extra', 1.0), ('ssd', 'null', 'any time', 1.0), ('hdd', 'null', 'more storage space', 1.0)]"
"easy install in my HP computer, perfect fit/ no problems with clean install win 10/very satisfied. . .","[('hp computer', 'null', 'easy install', 1.0), ('hp computer', 'null', 'perfect fit', 1.0), ('hp computer', 'null', 'no problems', 1.0), ('hp computer', 'null', 'clean install', 1.0), ('hp computer', 'null', 'very satisfied', 1.0)]","[('install', 'null', 'easy', 1.0), ('install', 'null', 'perfect', 1.0), ('install', 'null', 'no problems', 1.0), ('install', 'null', 'satisfied', 1.0)]"
using this addlink in a desktop and my laptop / easy install. . . perfect fits. . .did help increase speed of my computers. . .,"[('addlink', 'null', 'perfect', 1.0), ('addlink', 'null', 'easy install', 1.0), ('desktop', 'null', 'perfect fits', 1.0), ('laptop', 'null', 'perfect fits', 1.0), ('computers', 'speed', 'increase', 1.0)]","[('addlink', 'install', 'easy', 1.0), ('addlink', 'fits', 'perfect', 1.0), ('computers', 'speed', 'increase', 1.0)]"
this was a gift. . . he said he liked it. . . . .that's all the info I have on this item. . :(,"[('gift', 'null', 'he liked it', 1.0)]",[]
"wife wasn't satisfied with overall operation. . . .I liked it tho, but had to put it back in the box","[('wife', 'null', ""wasn't satisfied"", -1.0), ('it', 'null', 'liked it', 1.0)]","[('operation', 'null', ""wasn't satisfied"", -1.0), ('it', 'null', 'liked', 0.7)]"
used once to test it out. . . . .worked great. . . I liked it. . .,"[('iphone 15', 'null', 'worked great', 1.0), ('iphone 15', 'null', 'liked it', 1.0)]","[('it', 'null', 'worked great', 1.0), ('it', 'null', 'liked', 1.0)]"
it worked fine / great conversation piece too!,"[('it', 'null', 'worked fine', 1.0), ('conversation piece', 'null', 'great', 1.0)]","[('conversation piece', 'null', 'great', 1.0), ('it', 'null', 'fine', 0.8)]"
perfect item for a novices user as I am. . .,"[('item', 'null', 'perfect', 1.0)]","[('item', 'null', 'perfect', 1.0), ('user', 'null', 'novices', 0.5)]"
Great hard drive for the price! Installed with no issues in wife's Dell computer: She's very satisfied:,"[('hard drive', 'price', 'great', 1.0), ('hard drive', 'null', 'installed with no issues', 1.0), ('dell computer', 'null', 'very satisfied', 1.0)]","[('hard drive', 'price', 'great', 1.0), ('hard drive', 'null', 'installed with no issues', 1.0), ('dell computer', 'null', 'satisfied', 1.0)]"
Great little device!,"[('device', 'null', 'great', 1.0)]","[('device', 'null', 'great', 1.0)]"
Good warranty!,"[('product', 'warranty', 'good', 1.0)]","[('warranty', 'null', 'good', 1.0)]"
