text,pred_tuples_zero_shot,pred_tuples_few_shot
Very sturdy and well made. My AirPods fit snugly into the case and the cases latching button is magnetic and closes easily and is very secure. The charging light is visible as there is an opening for it built into the case so you can see when it is light up red or green and the charging port is accessible so you don’t have to remove them to charge them. They clasp onto my purse sturdily and I have no worries about them becoming dislodged from my purse and getting lost. If you want to use a different clasp it’s interchangeable with one of your choosing of the same size. Great quality for a great price. HIGHLY RECOMMEND!!,"[('case', 'sturdiness', 'very sturdy', 1.0), ('case', 'fit', 'fits snugly', 1.0), ('case', 'latching button', 'closes easily', 1.0), ('case', 'latching button', 'very secure', 1.0), ('case', 'charging light', 'visible', 1.0), ('case', 'charging port', 'accessible', 1.0), ('case', 'clasp', 'sturdy', 1.0), ('case', 'clasp', 'secure', 1.0), ('case', 'quality', 'great quality', 1.0), ('case', 'price', 'great price', 1.0), ('case', 'null', 'highly recommend', 1.0)]","[('airpods', 'fit', 'snugly', 1.0), ('cases', 'latching button', 'magnetic and closes easily and is very secure', 1.0), ('charging light', 'visible', 'visible', 1.0), ('charging port', 'accessible', 'accessible', 1.0), ('clasp', 'null', 'sturdy', 1.0), ('quality', 'null', 'great', 1.0), ('price', 'null', 'great', 1.0), ('product', 'null', 'highly recommend', 1.0)]"
Somewhat disappointed. Works as advertised except this desk is not wide enough and therefore your computer is not centered for typing. I’m order to do my homework I have to set it up as shown in my photo (move computer to center of desk instead of where it’s supposed to sit) which leaves little room for my mouse to be used. This is the only flaw I am seeing so far.,"[('desk', 'width', 'not wide enough', -1.0), ('desk', 'null', 'disappointing', -1.0), ('desk', 'null', 'little room', -1.0)]","[('desk', 'width', 'not wide enough', -0.5), ('desk', 'null', 'only flaw', -0.5)]"
Gift,"[('gift', 'null', 'nice present', 1.0)]","[('null', 'null', 'null', 0.0)]"
The projection screen itself is not wrinkle free and the stand is super flimsy. I'm just going to end up using some heavy duty velcro strips to hang the screen without the stand.,"[('projection screen', 'wrinkle free', 'not wrinkle free', -1.0), ('stand', 'sturdiness', 'super flimsy', -1.0)]","[('projection screen', 'wrinkle free', 'not wrinkle free', -1.0), ('stand', 'null', 'super flimsy', -1.0)]"
Just brought this TV in March and the panel is screwed. Turns out it's a manufacturers defect. Trying to get this TV replaced or repaired has been HELL!  I had been calling support since March and finally got through at the end of July. I've been transferred to 3 different departments just to get the exchange finalized. No one has made any effort to contact me about when or how this exchange will take place. Terrible!,"[('tv', 'panel', 'screwed', -1.0), ('manufacturer', 'defect', 'defective', -1.0), ('support', 'response', 'hell', -1.0), ('support', 'effort', 'no effort', -1.0)]","[('tv', 'panel', 'screwed', -1.0), ('tv', 'null', 'terrible', -1.0), ('support', 'effort', 'no one has made any effort', -1.0)]"
Very nice!  I love my new larger screen Kindle.,"[('kindle', 'larger screen', 'very nice', 1.0), ('kindle', 'null', 'love', 1.0)]","[('kindle', 'screen', 'nice', 1.0), ('kindle', 'null', 'love', 1.0)]"
Love it!  It fits my Chromebook perfectly.,"[('chromebook', 'fit', 'perfectly fits', 1.0)]","[('it', 'null', 'fits perfectly', 1.0)]"
Horrible.  It did not amplify anything.  All I heard was a buzzing sound.  I'm so disappointed.,"[('amplifier', 'performance', 'horrible', -1.0), ('amplifier', 'sound quality', 'buzzing sound', -1.0), ('amplifier', 'null', 'disappointed', -1.0)]","[('it', 'null', 'horrible', -1.0), ('it', 'amplify', 'did not amplify anything', -1.0), ('sound', 'buzzing', 'all i heard was a buzzing sound', -1.0), ('it', 'null', ""i'm so disappointed"", -1.0)]"
I purchased this for my Nana who is 94 yrs old and doesn’t have cable. It was simple to set up (follow instructions on TV settings to setup) and my nana now has more stations and way better quality visually as well as for listening because the stations no longer go in and out! Definitely worth the money.,"[('tv', 'setup', 'simple', 1.0), ('tv', 'station quality', 'better quality', 1.0), ('tv', 'null', 'worth the money', 1.0)]","[('tv', 'setup', 'simple', 1.0), ('tv', 'quality', 'better', 1.0), ('tv', 'quality', 'way better', 1.0), ('tv', 'signal', 'no longer go in and out', 1.0), ('tv', 'value', 'definitely worth the money', 1.0)]"
Pretty cool design...still figuring out how to get the mp3s added for swimming!,"[('design', 'null', 'pretty cool', 1.0), ('mp3s', 'addition process', 'figuring out', 0.0)]","[('design', 'null', 'pretty cool', 0.8)]"
"I needed this for work and it was easy to install, I use it daily.  Have only had it a few weeks but so far, so good.  It comes with a long cord too which is a good feature.","[('this', 'installation', 'easy', 1.0), ('this', 'daily use', 'useful', 1.0), ('this', 'null', 'good', 1.0), ('this', 'cord', 'long', 1.0)]","[('device', 'installation', 'easy', 1.0), ('device', 'null', 'use daily', 1.0), ('device', 'cable length', 'good feature', 1.0)]"
Super happy and got it on promo! Would recommend,"[('promo', 'null', 'positive', 1.0), ('product', 'null', 'would recommend', 1.0)]","[('it', 'null', 'super happy', 1.0), ('it', 'null', 'would recommend', 1.0)]"
Love it,"[('null', 'null', 'love it', 1.0)]","[('it', 'null', 'love it', 1.0)]"
"came as advertised; delivered before date-of-delivery; good value for money<br />radio standard, depending on your car, may need install kit for your car;<br />I needed kit for my 2013 Toyota . . .<br />suggest you measure area opening of dash where radio is to be mounted","[('product', 'delivery', 'delivered early', 1.0), ('product', 'value', 'good value', 1.0), ('radio', 'standard', 'depends on car', 0.0), ('radio', 'install kit', 'may need kit', -1.0)]","[('product', 'delivery', 'came as advertised; delivered before date-of-delivery', 1.0), ('product', 'value for money', 'good value', 1.0), ('radio', 'standard', 'may need install kit', -0.5)]"
"says ""it fits Aftermarket Radio Fits 2009-2013 Toyota Corolla"": my car is a 2013 Toyota Corolla, but it didn't work for me: side pieces did not bolt to my radio: I think it is because my radio mounting holes are not the same as the kit: my radio is one that the kit does not work with. . .<br />nice kit tho. . .","[('aftermarket radio', 'fit', 'did not work', -1.0), ('aftermarket radio', 'side pieces', 'did not bolt', -1.0), ('aftermarket radio', 'mounting holes', 'not same', -1.0), ('aftermarket radio', 'null', 'nice kit', 1.0)]","[('radio kit', 'side pieces', 'did not bolt', -1.0), ('radio kit', 'mounting holes', 'not the same', -0.5), ('radio kit', 'null', 'nice', 0.7)]"
nice to have an accident plan just in case of the unexpected . . .,"[('accident plan', 'null', 'nice to have', 0.7)]","[('accident plan', 'null', 'nice to have', 0.6)]"
good to have security just in case: not expecting any trouble tho. . .,"[('security', 'null', 'good to have', 0.7)]","[('security', 'null', 'good to have', 0.6)]"
"excellent radio: even tho I worked at an auto repair shop, installation was easy even for a novice user:<br />customer service is awesome: I had not registered my radio yet and they replied to my question within a<br />week or so . . . .<br />sorry no picture, because I'm waiting on a radio dash install kit for aftermarket radio: right now there is a gap on the sides, but that does not bother me nor does it affect the operation of the unit. . .<br />there are several models of the A6; depending on what options you're looking for, one of the A6s will have it<br />I recommend purchasing this radio . . .","[('radio', 'installation', 'easy', 1.0), ('customer service', 'null', 'awesome', 1.0), ('radio', 'gap on the sides', 'does not bother', 0.0), ('radio', 'operation', 'does not affect', 0.0), ('a6', 'options', 'have it', 1.0), ('radio', 'null', 'recommend', 1.0)]","[('radio', 'installation', 'easy', 1.0), ('customer service', 'null', 'awesome', 1.0), ('radio', 'picture', 'no picture', 0.0), ('radio', 'appearance', 'gap on the sides', -0.3), ('radio', 'null', 'does not bother me', 1.0), ('radio', 'operation', 'does not affect', 1.0), ('a6', 'null', 'will have it', 1.0), ('radio', 'null', 'recommend purchasing', 1.0)]"
this item was gift; friend likes it so far; still testing. . . . .likes the knob controls . . . .,"[('item', 'null', 'likes so far', 0.7), ('knob controls', 'null', 'likes', 1.0)]","[('item', 'knob controls', 'likes', 1.0)]"
easy install. . . . all options worked. . . .<br />just screen is a little dark. . . even more when lights are turned on . . . . .<br /><br />I would recommend buying this unit,"[('unit', 'install', 'easy', 1.0), ('unit', 'options', 'worked', 1.0), ('screen', 'brightness', 'dark', -1.0), ('unit', 'null', 'recommend buying', 1.0)]","[('unit', 'install', 'easy', 1.0), ('screen', 'brightness', 'a little dark', -0.5), ('unit', 'null', 'would recommend buying', 1.0)]"
a nice set of assortment screws for computer . . .,"[('set of assortment screws', 'null', 'nice', 1.0)]","[('set of assortment screws', 'null', 'nice', 0.8)]"
this was a gift / my friend says he liked it / it was what he thought it was / he likes the idea of open computer . . .,"[('friend', 'null', 'liked it', 1.0), ('friend', 'null', 'thought it was', 0.0), ('open computer', 'null', 'likes the idea', 1.0)]","[('computer', 'open computer', 'likes the idea', 1.0)]"
looks like original / wouldn't tell the difference if it didn't say replacement . . .,"[('replacement', 'appearance', 'looks original', 1.0)]","[('replacement', 'null', ""wouldn't tell the difference"", 0.3)]"
haven't used any yet. . . .needed some extra cables when I'm ready to install more SSD's. . .,"[('cables', 'null', 'needed extra', 0.0)]","[('cables', 'null', 'needed extra', -0.3)]"
perfect fit in 3.5 slot. . .the dual holder allows to install extra SSD any time. . . or you can go with a HDD for more storage space,"[('dual holder', 'functionality', 'allows extra ssd', 1.0), ('dual holder', 'flexibility', 'more storage', 1.0)]","[('dual holder', 'null', 'allows to install extra ssd any time', 1.0), ('dual holder', 'null', 'allows to go with a hdd', 1.0), ('3.5 slot', 'fit', 'perfect', 1.0)]"
"easy install in my HP computer, perfect fit/ no problems with clean install win 10/very satisfied. . .","[('install', 'ease', 'easy', 1.0), ('fit', 'null', 'perfect', 1.0), ('install', 'problems', 'no problems', 1.0), ('satisfaction', 'null', 'very satisfied', 1.0)]","[('install', 'null', 'easy', 1.0), ('fit', 'null', 'perfect', 1.0), ('clean install', 'null', 'no problems', 1.0), ('satisfied', 'null', 'very satisfied', 1.0)]"
using this addlink in a desktop and my laptop / easy install. . . perfect fits. . .did help increase speed of my computers. . .,"[('addlink', 'install', 'easy install', 1.0), ('addlink', 'fit', 'perfect fits', 1.0), ('addlink', 'performance', 'increase speed', 1.0)]","[('addlink', 'null', 'perfect fits', 1.0), ('addlink', 'null', 'did help', 0.6), ('addlink', 'install', 'easy', 1.0), ('computers', 'speed', 'increase', 0.8)]"
this was a gift. . . he said he liked it. . . . .that's all the info I have on this item. . :(,"[('this', 'null', 'liked it', 1.0)]","[('item', 'null', 'liked it', 0.5)]"
"wife wasn't satisfied with overall operation. . . .I liked it tho, but had to put it back in the box","[('overall operation', 'null', ""wasn't satisfied"", -1.0), ('it', 'null', 'liked it', 1.0)]","[('operation', 'null', ""wasn't satisfied"", -1.0), ('camera', 'null', 'liked it', 0.5)]"
used once to test it out. . . . .worked great. . . I liked it. . .,"[('it', 'null', 'worked great', 1.0), ('it', 'null', 'liked it', 1.0)]","[('it', 'null', 'worked great', 1.0), ('it', 'null', 'liked it', 0.8)]"
it worked fine / great conversation piece too!,"[('it', 'null', 'worked fine', 0.5), ('it', 'null', 'great conversation piece', 1.0)]","[('it', 'null', 'worked fine', 0.3), ('it', 'null', 'great conversation piece', 1.0)]"
perfect item for a novices user as I am. . .,"[('item', 'null', 'perfect for novice', 1.0)]","[('item', 'null', 'perfect', 1.0), ('user', 'null', 'novices', 0.0)]"
Great hard drive for the price! Installed with no issues in wife's Dell computer: She's very satisfied:,"[('hard drive', 'price', 'great value', 1.0), ('hard drive', 'installation', 'no issues', 1.0), ('wife', 'satisfaction', 'very satisfied', 1.0)]","[('hard drive', 'null', 'great', 1.0), ('hard drive', 'null', 'very satisfied', 1.0)]"
Great little device!,"[('device', 'null', 'great', 1.0)]","[('device', 'null', 'great little', 0.8)]"
Good warranty!,"[('warranty', 'null', 'good', 1.0)]","[('warranty', 'null', 'good', 0.7)]"
